x,y,z,ley,antes_max,Period,valor,valor_acum
24255,24615,3055,0.41,0,1.0,-21959.5521294643,-153787.34912946433
24255,24615,3065,0.42,0,1.0,-20378.426223214294,-174165.7753526786
24255,24615,3075,0.44,0,1.0,-17216.17441071428,-191381.94976339288
24255,24615,3085,0.45,0,1.0,-15635.048504464286,-207016.99826785718
24255,24615,3095,0.47,0,1.0,-12472.7966919643,-219489.79495982148
24255,24615,3105,0.45,0,1.0,-15635.048504464286,-235124.84346428578
24255,24615,3115,0.45,0,1.0,-15635.048504464286,-250759.89196875007
24255,24615,3125,0.45,0,1.0,-15635.048504464286,-266394.9404732144
24255,24615,3135,0.45,0,2.0,-13959.864736128826,-280354.8052093432
24255,24615,3145,0.46,0,2.0,-12548.145176977041,-292902.95038632024
24255,24615,3155,0.46,0,2.0,-12548.145176977041,-305451.0955632973
24255,24615,3165,0.49,0,2.0,-8312.986499521692,-313764.082062819
24255,24615,3175,0.55,0,2.0,157.33085538903654,-313606.75120743
24255,24615,3185,0.55,0,2.0,157.33085538903654,-313449.42035204096
24255,24615,3195,0.53,0,2.0,-2666.108262914545,-316115.5286149555
24255,24615,3205,0.56,0,2.0,1569.0504145408195,-314546.4782004147
24255,24615,3215,0.59,0,2.0,5804.209091996169,-308742.2691084185
