x,y,z,ley,antes_max,Period,valor,valor_acum
24255,24575,3305,0.5,0,4.0,-9179.916091797002,-129581.27560608022
24255,24575,3315,0.5,0,4.0,-9179.916091797002,-138761.19169787722
24255,24575,3325,0.49,0,4.0,-10360.978653780483,-149122.1703516577
24255,24575,3335,0.53,0,4.0,-5636.728405846591,-154758.8987575043
24255,24575,3345,0.46,0,4.0,-13904.166339730895,-168663.0650972352
24255,24575,3355,0.44,0,4.0,-16266.291463697831,-184929.35656093303
24255,24575,3365,0.43,0,4.0,-17447.3540256813,-202376.71058661432
24255,24575,3375,0.42,0,4.0,-18628.41658766478,-221005.1271742791
24255,24575,3385,0.38,0,5.0,-21229.697123271515,-242234.8242975506
24255,24575,3395,0.37,0,5.0,-22303.390361438298,-264538.2146589889
24255,24575,3405,0.37,0,5.0,-22303.390361438298,-286841.60502042715
24255,24575,3415,0.38,0,5.0,-21229.697123271515,-308071.3021436987
24255,24575,3425,0.35,0,5.0,-24450.77683777189,-332522.07898147055
24255,24575,3435,0.29,0,5.0,-30892.936266772627,-363415.0152482432
24255,24575,3445,0.3,0,5.0,-29819.243028605833,-393234.258276849
24255,24575,3455,0.33,0,5.0,-26598.163314105466,-419832.4215909545
24255,24575,3465,0.33,0,5.0,-26598.163314105466,-446430.58490505995
24255,24575,3475,0.33,0,5.0,-26598.163314105466,-473028.7482191654
24255,24585,3085,0.51,0,0.0,-11711.121453000007,-11711.121453000007
24255,24585,3095,0.52,0,0.0,-9981.927756000001,-21693.049209000008
24255,24585,3105,0.54,0,0.0,-6523.540362000009,-28216.58957100002
24255,24585,3115,0.54,0,0.0,-6523.540362000009,-34740.129933000026
24255,24585,3125,0.52,0,1.0,-9074.479778181818,-43814.609711181845
24255,24585,3135,0.51,0,1.0,-10646.474048181824,-54461.08375936367
24255,24585,3145,0.51,0,1.0,-10646.474048181824,-65107.55780754549
24255,24585,3155,0.51,0,1.0,-10646.474048181824,-75754.03185572731
24255,24585,3165,0.5,0,1.0,-12218.468318181813,-87972.50017390912
24255,24585,3175,0.5,0,2.0,-11107.698471074375,-99080.1986449835
24255,24585,3185,0.5,0,2.0,-11107.698471074375,-110187.89711605787
24255,24585,3195,0.5,0,2.0,-11107.698471074375,-121295.59558713224
24255,24585,3205,0.5,0,2.0,-11107.698471074375,-132403.2940582066
24255,24585,3215,0.5,0,2.0,-11107.698471074375,-143510.99252928098
24255,24585,3225,0.5,0,2.0,-11107.698471074375,-154618.69100035535
24255,24585,3235,0.5,0,3.0,-10097.907700976702,-164716.59870133206
24255,24585,3245,0.52,0,3.0,-7499.570064613072,-172216.16876594513
24255,24585,3255,0.47,0,3.0,-13995.414155522169,-186211.58292146728
24255,24585,3265,0.48,0,3.0,-12696.245337340353,-198907.82825880763
24255,24585,3275,0.46,0,3.0,-15294.582973703984,-214202.4112325116
24255,24585,3285,0.47,0,3.0,-13995.414155522169,-228197.82538803376
24255,24585,3295,0.45,0,3.0,-16593.751791885807,-244791.57717991958
24255,24585,3305,0.42,0,4.0,-18628.41658766478,-263419.9937675844
24255,24585,3315,0.4,0,4.0,-20990.541711631715,-284410.5354792161
24255,24585,3325,0.4,0,4.0,-20990.541711631715,-305401.0771908478
24255,24585,3335,0.41,0,4.0,-19809.479149648254,-325210.55634049606
24255,24585,3345,0.4,0,4.0,-20990.541711631715,-346201.09805212775
24255,24585,3355,0.4,0,4.0,-20990.541711631715,-367191.63976375945
24255,24585,3365,0.39,0,4.0,-22171.60427361519,-389363.2440373746
24255,24585,3375,0.38,0,4.0,-23352.666835598666,-412715.91087297327
24255,24585,3385,0.38,0,5.0,-21229.697123271515,-433945.6079962448
24255,24585,3395,0.34,0,5.0,-25524.470075938672,-459470.0780721835
24255,24585,3405,0.33,0,5.0,-26598.163314105466,-486068.24138628895
24255,24585,3415,0.29,0,5.0,-30892.936266772627,-516961.1776530616
24255,24585,3425,0.27,0,5.0,-33040.32274310621,-550001.5003961677
24255,24585,3435,0.29,0,5.0,-30892.936266772627,-580894.4366629404
24255,24585,3445,0.29,0,5.0,-30892.936266772627,-611787.3729297131
24255,24585,3455,0.28,0,5.0,-31966.629504939418,-643754.0024346525
24255,24585,3465,0.28,0,5.0,-31966.629504939418,-675720.631939592
24255,24585,3475,0.28,0,5.0,-31966.629504939418,-707687.2614445314
24255,24595,3085,0.5,0,0.0,-13440.315149999995,-13440.315149999995
24255,24595,3095,0.53,0,0.0,-8252.734058999997,-21693.04920899999
24255,24595,3105,0.52,0,0.0,-9981.927756000001,-31674.97696499999
24255,24595,3115,0.51,0,0.0,-11711.121453000007,-43386.098417999994
24255,24595,3125,0.52,0,1.0,-9074.479778181818,-52460.578196181814
24255,24595,3135,0.53,0,1.0,-7502.485508181815,-59963.06370436363
24255,24595,3145,0.53,0,1.0,-7502.485508181815,-67465.54921254545
24255,24595,3155,0.53,0,1.0,-7502.485508181815,-74968.03472072726
24255,24595,3165,0.53,0,1.0,-7502.485508181815,-82470.52022890907
24255,24595,3175,0.53,0,2.0,-6820.441371074377,-89290.96159998345
24255,24595,3185,0.53,0,2.0,-6820.441371074377,-96111.40297105783
24255,24595,3195,0.53,0,2.0,-6820.441371074377,-102931.84434213222
24255,24595,3205,0.5,0,2.0,-11107.698471074375,-114039.54281320659
24255,24595,3215,0.52,0,2.0,-8249.527071074379,-122289.06988428097
24255,24595,3225,0.53,0,2.0,-6820.441371074377,-129109.51125535535
24255,24595,3235,0.53,0,3.0,-6200.40124643125,-135309.9125017866
24255,24595,3245,0.48,0,3.0,-12696.245337340353,-148006.15783912694
24255,24595,3255,0.49,0,3.0,-11397.076519158532,-159403.23435828547
24255,24595,3265,0.49,0,3.0,-11397.076519158532,-170800.310877444
24255,24595,3275,0.49,0,3.0,-11397.076519158532,-182197.3873966025
24255,24595,3285,0.49,0,3.0,-11397.076519158532,-193594.46391576104
24255,24595,3295,0.45,0,3.0,-16593.751791885807,-210188.21570764686
24255,24595,3305,0.42,0,4.0,-18628.41658766478,-228816.63229531163
24255,24595,3315,0.41,0,4.0,-19809.479149648254,-248626.11144495988
24255,24595,3325,0.41,0,4.0,-19809.479149648254,-268435.59059460816
24255,24595,3335,0.4,0,4.0,-20990.541711631715,-289426.13230623986
24255,24595,3345,0.39,0,4.0,-22171.60427361519,-311597.73657985503
24255,24595,3355,0.4,0,4.0,-20990.541711631715,-332588.2782914867
24255,24595,3365,0.39,0,4.0,-22171.60427361519,-354759.8825651019
24255,24595,3375,0.38,0,4.0,-23352.666835598666,-378112.54940070055
24255,24595,3385,0.4,0,5.0,-19082.310646937924,-397194.8600476385
24255,24595,3395,0.39,0,5.0,-20156.003885104717,-417350.8639327432
24255,24595,3405,0.4,0,5.0,-19082.310646937924,-436433.17457968113
24255,24595,3415,0.32,0,5.0,-27671.856552272264,-464105.0311319534
24255,24595,3425,0.31,0,5.0,-28745.549790439043,-492850.58092239243
24255,24595,3435,0.32,0,5.0,-27671.856552272264,-520522.4374746647
24255,24595,3445,0.32,0,5.0,-27671.856552272264,-548194.294026937
24255,24595,3455,0.31,0,5.0,-28745.549790439043,-576939.8438173761
24255,24595,3465,0.29,0,5.0,-30892.936266772627,-607832.7800841487
24255,24595,3475,0.29,0,5.0,-30892.936266772627,-638725.7163509214
24255,24605,3085,0.49,0,0.0,-15169.50884700001,-15169.50884700001
24255,24605,3095,0.52,0,0.0,-9981.927756000001,-25151.43660300001
24255,24605,3105,0.52,0,0.0,-9981.927756000001,-35133.364359000014
24255,24605,3115,0.51,0,0.0,-11711.121453000007,-46844.48581200002
24255,24605,3125,0.51,0,1.0,-10646.474048181824,-57490.95986018184
24255,24605,3135,0.52,0,1.0,-9074.479778181818,-66565.43963836366
24255,24605,3145,0.52,0,1.0,-9074.479778181818,-75639.91941654548
24255,24605,3155,0.53,0,1.0,-7502.485508181815,-83142.40492472729
24255,24605,3165,0.53,0,1.0,-7502.485508181815,-90644.8904329091
24255,24605,3175,0.53,0,2.0,-6820.441371074377,-97465.33180398348
24255,24605,3185,0.52,0,2.0,-8249.527071074379,-105714.85887505786
24255,24605,3195,0.5,0,2.0,-11107.698471074375,-116822.55734613223
24255,24605,3205,0.5,0,2.0,-11107.698471074375,-127930.2558172066
24255,24605,3215,0.53,0,2.0,-6820.441371074377,-134750.697188281
24255,24605,3225,0.53,0,2.0,-6820.441371074377,-141571.13855935537
24255,24605,3235,0.53,0,3.0,-6200.40124643125,-147771.53980578663
24255,24605,3245,0.48,0,3.0,-12696.245337340353,-160467.78514312697
24255,24605,3255,0.48,0,3.0,-12696.245337340353,-173164.0304804673
24255,24605,3265,0.47,0,3.0,-13995.414155522169,-187159.44463598946
24255,24605,3275,0.48,0,3.0,-12696.245337340353,-199855.6899733298
24255,24605,3285,0.45,0,3.0,-16593.751791885807,-216449.4417652156
24255,24605,3295,0.44,0,3.0,-17892.920610067613,-234342.3623752832
24255,24605,3305,0.41,0,4.0,-19809.479149648254,-254151.84152493146
24255,24605,3315,0.39,0,4.0,-22171.60427361519,-276323.44579854666
24255,24605,3325,0.39,0,4.0,-22171.60427361519,-298495.05007216183
24255,24605,3335,0.37,0,4.0,-24533.72939758213,-323028.77946974395
24255,24605,3345,0.38,0,4.0,-23352.666835598666,-346381.4463053426
24255,24605,3355,0.38,0,4.0,-23352.666835598666,-369734.11314094125
24255,24605,3365,0.37,0,4.0,-24533.72939758213,-394267.8425385234
24255,24605,3375,0.39,0,4.0,-22171.60427361519,-416439.44681213854
24255,24605,3385,0.43,0,5.0,-15861.230932437544,-432300.67774457607
24255,24605,3395,0.42,0,5.0,-16934.924170604343,-449235.6019151804
24255,24605,3405,0.4,0,5.0,-19082.310646937924,-468317.9125621183
24255,24605,3415,0.42,0,5.0,-16934.924170604343,-485252.83673272264
24255,24605,3425,0.37,0,5.0,-22303.390361438298,-507556.2270941609
24255,24605,3435,0.33,0,5.0,-26598.163314105466,-534154.3904082663
24255,24605,3445,0.33,0,5.0,-26598.163314105466,-560752.5537223718
24255,24605,3455,0.3,0,5.0,-29819.243028605833,-590571.7967509776
24255,24605,3465,0.34,0,5.0,-25524.470075938672,-616096.2668269163
24255,24605,3475,0.33,0,5.0,-26598.163314105466,-642694.4301410217
24255,24615,3085,0.45,0,0.0,-22086.283635000014,-22086.283635000014
24255,24615,3095,0.47,0,0.0,-18627.896241000013,-40714.179876000024
24255,24615,3105,0.45,0,0.0,-22086.283635000014,-62800.46351100004
24255,24615,3115,0.45,0,0.0,-22086.283635000014,-84886.74714600005
24255,24615,3125,0.45,0,1.0,-20078.43966818183,-104965.18681418188
24255,24615,3135,0.45,0,1.0,-20078.43966818183,-125043.62648236372
24255,24615,3145,0.46,0,1.0,-18506.445398181822,-143550.07188054553
24255,24615,3155,0.46,0,1.0,-18506.445398181822,-162056.51727872735
24255,24615,3165,0.49,0,1.0,-13790.462588181827,-175846.97986690918
24255,24615,3175,0.55,0,2.0,-3962.269971074367,-179809.24983798355
24255,24615,3185,0.55,0,2.0,-3962.269971074367,-183771.5198090579
24255,24615,3195,0.53,0,2.0,-6820.441371074377,-190591.9611801323
24255,24615,3205,0.56,0,2.0,-2533.1842710743776,-193125.14545120666
24255,24615,3215,0.59,0,2.0,1754.0728289256047,-191371.07262228106
24255,24615,3225,0.59,0,2.0,1754.0728289256047,-189616.99979335547
24255,24615,3235,0.52,0,3.0,-7499.570064613072,-197116.56985796854
24255,24615,3245,0.51,0,3.0,-8798.738882794894,-205915.30874076343
24255,24615,3255,0.51,0,3.0,-8798.738882794894,-214714.04762355832
24255,24615,3265,0.47,0,3.0,-13995.414155522169,-228709.46177908048
24255,24615,3275,0.48,0,3.0,-12696.245337340353,-241405.70711642082
24255,24615,3285,0.45,0,3.0,-16593.751791885807,-257999.4589083066
24255,24615,3295,0.45,0,3.0,-16593.751791885807,-274593.21070019243
24255,24615,3305,0.38,0,4.0,-23352.666835598666,-297945.8775357911
24255,24615,3315,0.37,0,4.0,-24533.72939758213,-322479.6069333732
24255,24615,3325,0.37,0,4.0,-24533.72939758213,-347013.3363309553
24255,24615,3335,0.35,0,4.0,-26895.854521549078,-373909.1908525044
24255,24615,3345,0.36,0,4.0,-25714.791959565595,-399623.98281207
24255,24615,3355,0.36,0,4.0,-25714.791959565595,-425338.7747716356
24255,24615,3365,0.36,0,4.0,-25714.791959565595,-451053.5667312012
24255,24615,3375,0.38,0,4.0,-23352.666835598666,-474406.23356679984
24255,24615,3385,0.42,0,5.0,-16934.924170604343,-491341.15773740417
24255,24615,3395,0.39,0,5.0,-20156.003885104717,-511497.1616225089
24255,24615,3405,0.4,0,5.0,-19082.310646937924,-530579.4722694468
24255,24615,3415,0.39,0,5.0,-20156.003885104717,-550735.4761545515
24255,24615,3425,0.37,0,5.0,-22303.390361438298,-573038.8665159898
24255,24615,3435,0.32,0,5.0,-27671.856552272264,-600710.723068262
24255,24615,3445,0.35,0,5.0,-24450.77683777189,-625161.4999060339
24255,24615,3455,0.33,0,5.0,-26598.163314105466,-651759.6632201393
24255,24615,3465,0.33,0,5.0,-26598.163314105466,-678357.8265342448
24255,24615,3475,0.32,0,5.0,-27671.856552272264,-706029.683086517
24255,24625,3085,0.47,0,0.0,-18627.896241000013,-18627.896241000013
24255,24625,3095,0.47,0,0.0,-18627.896241000013,-37255.792482000026
24255,24625,3105,0.47,0,0.0,-18627.896241000013,-55883.68872300004
24255,24625,3115,0.47,0,0.0,-18627.896241000013,-74511.58496400005
24255,24625,3125,0.47,0,1.0,-16934.45112818183,-91446.03609218188
24255,24625,3135,0.47,0,1.0,-16934.45112818183,-108380.4872203637
24255,24625,3145,0.46,0,1.0,-18506.445398181822,-126886.93261854553
24255,24625,3155,0.48,0,1.0,-15362.45685818183,-142249.38947672735
24255,24625,3165,0.48,0,1.0,-15362.45685818183,-157611.84633490918
24255,24625,3175,0.54,0,2.0,-5391.355671074387,-163003.20200598356
24255,24625,3185,0.54,0,2.0,-5391.355671074387,-168394.55767705795
24255,24625,3195,0.52,0,2.0,-8249.527071074379,-176644.08474813233
24255,24625,3205,0.56,0,2.0,-2533.1842710743776,-179177.2690192067
24255,24625,3215,0.6,0,2.0,3183.158528925625,-175994.11049028108
24255,24625,3225,0.58,0,2.0,324.9871289256157,-175669.12336135545
24255,24625,3235,0.51,0,3.0,-8798.738882794894,-184467.86224415034
24255,24625,3245,0.5,0,3.0,-10097.907700976702,-194565.76994512705
24255,24625,3255,0.48,0,3.0,-12696.245337340353,-207262.0152824674
24255,24625,3265,0.46,0,3.0,-15294.582973703984,-222556.59825617136
24255,24625,3275,0.46,0,3.0,-15294.582973703984,-237851.18122987534
24255,24625,3285,0.43,0,3.0,-19192.08942824943,-257043.27065812476
24255,24625,3295,0.39,0,3.0,-24388.76470097671,-281432.0353591015
24255,24625,3305,0.37,0,4.0,-24533.72939758213,-305965.7647566836
24255,24625,3315,0.37,0,4.0,-24533.72939758213,-330499.49415426573
24255,24625,3325,0.35,0,4.0,-26895.854521549078,-357395.3486758148
24255,24625,3335,0.36,0,4.0,-25714.791959565595,-383110.1406353804
24255,24625,3345,0.36,0,4.0,-25714.791959565595,-408824.932594946
24255,24625,3355,0.36,0,4.0,-25714.791959565595,-434539.7245545116
24255,24625,3365,0.36,0,4.0,-25714.791959565595,-460254.5165140772
24255,24625,3375,0.38,0,4.0,-23352.666835598666,-483607.18334967585
24255,24625,3385,0.42,0,5.0,-16934.924170604343,-500542.1075202802
24255,24625,3395,0.39,0,5.0,-20156.003885104717,-520698.1114053849
24255,24625,3405,0.39,0,5.0,-20156.003885104717,-540854.1152904896
24255,24625,3415,0.39,0,5.0,-20156.003885104717,-561010.1191755943
24255,24625,3425,0.37,0,5.0,-22303.390361438298,-583313.5095370326
24255,24625,3435,0.35,0,5.0,-24450.77683777189,-607764.2863748044
24255,24625,3445,0.34,0,5.0,-25524.470075938672,-633288.7564507431
24255,24625,3455,0.33,0,5.0,-26598.163314105466,-659886.9197648485
24255,24625,3465,0.32,0,5.0,-27671.856552272264,-687558.7763171208
24255,24625,3475,0.28,0,5.0,-31966.629504939418,-719525.4058220602
24255,24635,3085,0.51,0,0.0,-11711.121453000007,-11711.121453000007
24255,24635,3095,0.51,0,0.0,-11711.121453000007,-23422.242906000014
24255,24635,3105,0.5,0,0.0,-13440.315149999995,-36862.55805600001
24255,24635,3115,0.5,0,0.0,-13440.315149999995,-50302.873206000004
24255,24635,3125,0.49,0,1.0,-13790.462588181827,-64093.33579418183
24255,24635,3135,0.49,0,1.0,-13790.462588181827,-77883.79838236366
24255,24635,3145,0.48,0,1.0,-15362.45685818183,-93246.25524054549
24255,24635,3155,0.48,0,1.0,-15362.45685818183,-108608.71209872732
24255,24635,3165,0.52,0,1.0,-9074.479778181818,-117683.19187690914
24255,24635,3175,0.52,0,2.0,-8249.527071074379,-125932.71894798352
24255,24635,3185,0.5,0,2.0,-11107.698471074375,-137040.4174190579
24255,24635,3195,0.55,0,2.0,-3962.269971074367,-141002.68739013225
24255,24635,3205,0.59,0,2.0,1754.0728289256047,-139248.61456120666
24255,24635,3215,0.59,0,2.0,1754.0728289256047,-137494.54173228107
24255,24635,3225,0.57,0,2.0,-1104.0985710744048,-138598.64030335547
24255,24635,3235,0.5,0,3.0,-10097.907700976702,-148696.54800433217
24255,24635,3245,0.5,0,3.0,-10097.907700976702,-158794.45570530888
24255,24635,3255,0.48,0,3.0,-12696.245337340353,-171490.70104264922
24255,24635,3265,0.49,0,3.0,-11397.076519158532,-182887.77756180774
24255,24635,3275,0.45,0,3.0,-16593.751791885807,-199481.52935369354
24255,24635,3285,0.46,0,3.0,-15294.582973703984,-214776.1123273975
24255,24635,3295,0.43,0,3.0,-19192.08942824943,-233968.20175564694
24255,24635,3305,0.43,0,4.0,-17447.3540256813,-251415.55578132824
24255,24635,3315,0.43,0,4.0,-17447.3540256813,-268862.9098070095
24255,24635,3325,0.4,0,4.0,-20990.541711631715,-289853.4515186412
24255,24635,3335,0.41,0,4.0,-19809.479149648254,-309662.9306682895
24255,24635,3345,0.41,0,4.0,-19809.479149648254,-329472.40981793776
24255,24635,3355,0.41,0,4.0,-19809.479149648254,-349281.88896758604
24255,24635,3365,0.43,0,4.0,-17447.3540256813,-366729.24299326737
24255,24635,3375,0.47,0,4.0,-12723.103777747427,-379452.3467710148
24255,24635,3385,0.47,0,5.0,-11566.457979770388,-391018.8047507852
24255,24635,3395,0.44,0,5.0,-14787.537694270755,-405806.34244505595
24255,24635,3405,0.47,0,5.0,-11566.457979770388,-417372.80042482633
24255,24635,3415,0.42,0,5.0,-16934.924170604343,-434307.72459543066
24255,24635,3425,0.38,0,5.0,-21229.697123271515,-455537.4217187022
24255,24635,3435,0.35,0,5.0,-24450.77683777189,-479988.19855647406
24255,24635,3445,0.35,0,5.0,-24450.77683777189,-504438.97539424594
24255,24635,3455,0.34,0,5.0,-25524.470075938672,-529963.4454701846
24255,24635,3465,0.33,0,5.0,-26598.163314105466,-556561.60878429
24255,24635,3475,0.35,0,5.0,-24450.77683777189,-581012.3856220619
24255,24645,3085,0.53,0,0.0,-8252.734058999997,-8252.734058999997
24255,24645,3095,0.52,0,0.0,-9981.927756000001,-18234.661815
24255,24645,3105,0.52,0,0.0,-9981.927756000001,-28216.589571
24255,24645,3115,0.52,0,0.0,-9981.927756000001,-38198.517327
24255,24645,3125,0.54,0,1.0,-5930.491238181826,-44129.00856518183
24255,24645,3135,0.52,0,1.0,-9074.479778181818,-53203.48834336365
24255,24645,3145,0.5,0,1.0,-12218.468318181813,-65421.95666154546
24255,24645,3155,0.5,0,1.0,-12218.468318181813,-77640.42497972728
24255,24645,3165,0.53,0,1.0,-7502.485508181815,-85142.91048790909
24255,24645,3175,0.54,0,2.0,-5391.355671074387,-90534.26615898348
24255,24645,3185,0.53,0,2.0,-6820.441371074377,-97354.70753005786
24255,24645,3195,0.59,0,2.0,1754.0728289256047,-95600.63470113225
24255,24645,3205,0.63,0,2.0,7470.415628925607,-88130.21907220664
24255,24645,3215,0.61,0,2.0,4612.244228925598,-83517.97484328104
24255,24645,3225,0.52,0,2.0,-8249.527071074379,-91767.50191435542
24255,24645,3235,0.52,0,3.0,-7499.570064613072,-99267.0719789685
